,Tweet_ID,Tweet_Text,Emojis
925,1394086795273555969,"I think what is most disappointing about the recent @elonmusk change of heart, is how incredibly unsophisticated and inaccurate his understanding of cryptocurrency is.",:wink: :thumbsup: :confused: :stuck_out_tongue_winking_eye: :rage:
926,1394086071563079680,"Elon shits on our lawn.  We politely correct him.  He giggles and drops a dump truck full of shit on our lawn.  We go to fucking war.  Bad faith critics: ""Gosh, bitcoiners are so toxic.""",:thumbsup: :clap: :joy: :facepunch: :wink:
927,1394085979632197633,"I have never held DOGE, but I am ready to ape into DOGE Elon’s Vision (DEV).",:joy: :wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile:
928,1394085359709868036,"Good TA on charts show you how the markets will react to news and events. It can't predict events but it can predict the impact of an event. $BTC was rejected and looking weak before @elonmusk said anything. TA was suggesting any sort of ""news"" would have a greater bearish impact https://t.co/v1jvO3Udr1",:wink: :thumbsup: :smile: :stuck_out_tongue_winking_eye: :eyes:
929,1394084790803042305,"TRANSLATION: Elon Musk is pissed at China because they're boosting Chinese electric car companies while hurting Tesla in their market. As a result, he's tanking their massive #Bitcoin Hashing / Mining industry. This isn't about the environment as he claims. Only money, folks. https://t.co/W6BjDl9giK",:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :sunglasses:
930,1394084586959769600,"#bitcoin back 44k - the @elonmusk candle from February when he announced Tesla was accepting $BTC. Now, that ""the Elon gap"" is closed, clear path to go higher :)",:thumbsup: :wink: :stuck_out_tongue_winking_eye: :smile: :sunglasses:
931,1394084509390417921,"TAG @elonmusk IN THIS TWEET $SHIB IF WE GET TO 50,000 RTs we launch to the moon!!#SHIBARMY😈🚀🔥",:wink: :stuck_out_tongue_winking_eye: :smile: :smirk: :thumbsup:
932,1394084249339240451,Question: Is Elon popular and respected among other billionaires?,:wink: :joy: :skull: :confused: :rage:
933,1394083907264413696,"Why do folks still doubt Elon Musk?  I mean, seriously, has he not proved he's a genius on multiple levels, applying advanced engineering and leadership to solve extremely difficult problems at scale?  If he likes #Dogecoin, and he does, maybe he sees something other folks don't",:wink: :thumbsup: :rage: :stuck_out_tongue_winking_eye: :angry:
934,1394083480489717762,"“Elon wants to be the hero, and Bitcoin won’t let him” https://t.co/iM6QRBzBsZ",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :angry: :smile:
935,1394082157442658307,"#bitcoin closed above the 21 week EMA, good, now in a few days everyone will get over the Elon drama and bring back the bull energy. https://t.co/0sBxXE939S",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :facepunch:
936,1394082140992724996,How many spacex/Tesla staffers do you think Elon is banging?,:wink: :joy: :stuck_out_tongue_winking_eye: :thumbsup: :confused:
937,1394082079042723842,@JackMallers @elonmusk @EmperorBTC @CryptoWhale @PayPal @michael_saylor It's literally only negative for humanity. A complete waste of power at a time when power consumption is killing the planet.,
938,1394081984742297601,#standwithelon @elonmusk hope I’m able to purchase this Tesla with dogecoin… https://t.co/ABMwd0eTeQ,:thumbsup: :wink: :smile: :sunglasses: :smiling_imp:
939,1394081917469958149,"OK. The laser-eyed hodlers can get annoying, but the rest of you guys who think that the crypto world lives or dies by @elonmusk's opinion or is over because of a 20% dip are nuts. Hodling will live or die on its own merits.",
940,1394081418318385161,Check out On The Chain Live right now. Like and subscribe.   I’ll be hanging out in the chat for a while.   Ripple XRP - Elon Musk Causing Bitcoin Panic - SEC Face off with Ripple ...   https://t.co/CreEQO1DaQ,:thumbsup: :wink: :smile: :confused: :rage:
941,1394081331697504257,@WholeMarsBlog @WholeMarsBlog what do you think is @elonmusk really gonna sell all of Teslas #Bitcoin??,
942,1394081230979751938,Growth in wealth during the pandemic:  📈Elon Musk:  $121B 📈Jeff Bezos: $71B 📈Mark Zuckerberg: $56B 📈Bill Gates: $30B  All while gender equality has been set back by decades. It’s time for billionaires to pay their fair share so we can all recover from this crisis.,:rage: :angry: :wink: :thumbsup: :stuck_out_tongue_winking_eye:
943,1394080677352509442,"Lmfao, they made a coin for Elon 😂  #Fuckelon coin 😂 why do I have a feeling it’s going to pump hard (Not in and won’t buy it FYI) https://t.co/hhEykGtsO7",:wink: :stuck_out_tongue_winking_eye: :thumbsup: :joy: :smile:
944,1394080311940718594,"LOL, did Elon delete the tweet?  What a fucking loser.",:joy: :eyes: :flushed: :wink: :confused:
945,1394080257582505987,Elon became one of the richest people on earth due to corporate welfare programmes.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :rage:
946,1394080236426301443,I never understand why Elon does things but he keeps doing them   Not really anything new. He’s always been like that https://t.co/t1zBAIuIo4,:thumbsup: :wink: :stuck_out_tongue_winking_eye: :rage: :smile:
947,1394080103504642055,Do we really want Elon in support of XRP???   Look what he did to BTC.  We may go up just to crash lower than we are now.   Just sayin 🤷‍♂️,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :smile:
948,1394079260613111808,Elon musk ain’t yo friend,:wink: :stuck_out_tongue_winking_eye: :joy: :thumbsup: :smile:
949,1394079244267950083,Don’t say I didn’t warn you🤣  #Bitcoin @elonmusk @BoredElonMusk @coinbase https://t.co/TbWZOyJUin,:thumbsup: :wink: :smile: :stuck_out_tongue_winking_eye: :sunglasses:
950,1394079183689555968,I cannot think of anything more bullish than Elon dumping all of his Bitcoin. https://t.co/8aUCnRiRXL,:wink: :smile: :stuck_out_tongue_winking_eye: :thumbsup: :joy:
951,1394078945465749505,think the crypto market looked weak even before Elon started in on it lol   Idk how much is him making it go down / vs him just accelerating what was already going to happen,:wink: :joy: :stuck_out_tongue_winking_eye: :thumbsup: :eyes:
952,1394078615537586178,"today a single billionaire (surprise, its elon musk) tanked bitcoin over a single tweet. many crypto guys were mad at him as if it didn’t expose a huge giant flaw in their currency of the future https://t.co/RsO43jd5kk",:wink: :thumbsup: :rage: :eyes: :confused:
953,1394078211483516930,Elon Musk implied in a Twitter exchange that Tesla may sell or has sold its $Bitcoin holdings https://t.co/QKDlXLnfJM $BTC $TSLA https://t.co/pZ869PyFcq,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :rage:
954,1394078041328939012,This whole Elon caused dump will shake out a lot of people. Lots of new investors bought over 50k and will be panic selling now. #bitcoin,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :confused:
955,1394077772184789009,"I've said it before and I'll say it again.  @elonmusk has made himself ""composite man"" for #Bitcoin and #DOGE  He controls what happens and he's enjoying the saltiness of everyone who bought the local top.  Don't worry he'll pump it again just on his own agenda. 👌",:thumbsup: :wink: :rage: :stuck_out_tongue_winking_eye: :angry:
956,1394077690211229699,Retweet if you believe #Elon Musk can pump #Dogecoin to $5 in 2021? 🚀 https://t.co/CaE5If8RGy,:thumbsup: :wink: :rage: :angry: :stuck_out_tongue_winking_eye:
957,1394077581641715717,I would love to play poker against anyone who thinks Elon Musk sold his $BTC #Bitcoin,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :joy: :smile:
958,1394077472862396427,Bitcoin price drops nearly 8% after Tesla CEO Elon Musk suggests in a Twitter exchange that the electric vehicle maker may sell the rest of its bitcoin holdings. https://t.co/on2JhzuiEt,:wink: :confused: :thumbsup: :rage: :stuck_out_tongue_winking_eye:
959,1394076930807324677,@JackMallers @elonmusk @EmperorBTC @CryptoWhale @PayPal @michael_saylor Can someone please explain — or point me towards some online resource that explains — this “Humanity gains everything from Bitcoin” and “Bitcoin saves the world” statement? Other than the decentralisation attribute?,
960,1394076334163431432,"Young @JackMallers response to Elon.  If you believe in Bitcoin, support The Bitcoin Car or get the hell out of our way! https://t.co/9biBmXeBuB",:thumbsup: :wink: :stuck_out_tongue_winking_eye: :rage: :smile:
961,1394075930872668168,Thankfully Elon can only manipulate crypto markets,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :joy: :smile:
962,1394075379057324035,"Laser Eyes: Bitcoin’s killer use case is as a store of value   Also Laser Eyes: Damnit, @elonmusk tweeted “indeed”, we’re fucked! 🤬",:wink: :thumbsup: :rage: :confused: :stuck_out_tongue_winking_eye:
963,1394075115046965249,"HE (@ELONMUSK) SOLD #BTC , PUMP IT!",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :facepunch: :smile:
964,1394075002673143809,"@JackMallers @elonmusk @EmperorBTC @CryptoWhale For the love of God, can you just stop poking the bear already?  Let's stop the name calling and agree to disagree @JackMallers. There are millions of people out here with their life savings in bitcoin and this rhetoric is putting it at risk. Just stop already.",
965,1394074963666165760,Bitcoin price drops nearly 8% after Tesla CEO Elon Musk suggests in a Twitter exchange that the electric vehicle maker may sell the rest of its bitcoin holdings. https://t.co/DvRK7WoQ06,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :rage:
966,1394074223916818435,Imagine if @elonmusk sells his $1.2 billion worth of #Bitcoin and puts it into #Dogecoin 👀,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :joy: :smile:
967,1394073881367834628,@elonmusk @ChainLinkGod @PeterMcCormack What makes you an expert in one industry does not make you an expert in another,
968,1394073858706087938,"The cyber hornets overcoming big blockers is what gave @michael_saylor the courage to YOLO into bitcoin.   Many more will YOLO in when they see how the cyber hornets demolish the most popular billionaire in history.  This is a defining moment.  Elon, thank u for your sacrifice.",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :angry:
969,1394073724618518536,We all love @elonmusk. So let's come together &amp; focus on one goal right now. Let's show the most powerful man in the world that he has the most powerful army in the world behind him 💯 #DogeArmy  Use the hashtag #StandWithElon in every tweet &amp; comment ❤ also like &amp; RT!!!,:thumbsup: :clap: :stuck_out_tongue_winking_eye: :facepunch: :muscle:
970,1394073508343394306,@michael_saylor punishes @elonmusk for not doing his homework on #Bitcoin   @gregzaj1 @ICOffender @guydbennett https://t.co/qhZglzP3HR,:thumbsup: :wink: :stuck_out_tongue_winking_eye: :smile: :rage:
971,1394073023574024194,"I don't like betting against @elonmusk , but not gonna lie... I'm buying the sh*t outta this dip. 💎👐 #Bitcoin",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :sunglasses:
972,1394072828744327168,@elonmusk @PeterMcCormack Elon the toxic Bitcoin maximalist crowd is very far from being representive of the entire cryptocurrency community.,
973,1394072804652376066,"i think elon is dead wrong about #bitcoin, but the chutzpah of those responding to him absolutely staggers me   lol, elon subsists on more than ""government handouts"", ""ego"" and luck  and, yes, he's as responsible as anyone for the success of paypal  he's a generational genius",:rage: :thumbsup: :wink: :confused: :angry:
974,1394072463865171970,Tesla may be a buy here.   The market share of people who would buy a Tesla because Elon said bitcoin is bad is significantly higher than the 4 people on crypto Twitter who cancelled their order.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :confused: :joy:
975,1394072364673953795,"If you guys think $BTC price is entirely dependent on what Elon is saying, think again. Shows you how long we have to go in this cycle. $BTC will not be dependent on what one institution says. Wake me when Apple, Amazon, and Facebook start buying",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :confused:
976,1394072087183216640,I will send 2500 USDT to 10 people  ( 250 each ) when I hit 250k. Just retweet this and be following me.   #Bitcoin #dogecoin #shibaarmy #ETH #giveaway #BNB #Elon,:thumbsup: :wink: :smile: :blush: :pray:
977,1394071755996778496,Elon did nothing wrong.,:wink: :thumbsup: :clap: :rage: :stuck_out_tongue_winking_eye:
978,1394071734936948739,@VitalikButerin is a BOSS!!  @ELONMUSK is....,:thumbsup: :wink: :stuck_out_tongue_winking_eye: :muscle: :joy:
979,1394071422843166720,Hedge funds and big banks were initially opposed to the idea of crypto due to regulation issues. And now what are they doing? They’re taking advantage of regulation issues to launder their money. And the only person making headlines? Elon Musk. https://t.co/QlM2bYgyPJ,:thumbsup: :wink: :rage: :angry: :confused:
980,1394071210787414017,going live to give my thoughts on the @elonmusk bitcoin/doge situtation now! ... lots of emotion on twitter lol https://t.co/zGoQyglD45,:thumbsup: :wink: :rage: :angry: :stuck_out_tongue_winking_eye:
981,1394070993119940608,"Crypto lovers, lets see who can pick the similarities in these two pictures- @cz_binance @Cointelegraph @CoinDesk @elonmusk https://t.co/qyME1SFJAn",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :smile:
982,1394070976560869378,"#BTC  It's interesting how @elonmusk painted himself into a corner here  If his concerns about #BTC are legit then how does he justify investing a significant amount of $TSLA's reserves into it w/o proper due diligence?  Otherwise, he's acting like an overly sensitive billionaire",:thumbsup: :rage: :wink: :angry: :confused:
983,1394070969686269955,he turned elon into a screenshotting wassie LMWO https://t.co/96aoCKTvzA,:stuck_out_tongue_winking_eye: :joy: :wink: :smile: :thumbsup:
984,1394070826765492224,"@RAC Is gold a good form of ""currency""? No...does that mean it failed to do what it's job (store value)? No. BTC is basically digital gold. All Elon is doing is spewing propaganda to make folks perceive BTC as less valuable. He could also do this with Gold/USD but that would hurt him",
985,1394070091936026624,@JackMallers @elonmusk @EmperorBTC @CryptoWhale Lmfao no thanks I have no. Red to buy into a ponzy system that rewards those holding it longer ... i would buy joke Dogecoin before bitcoin which is old and destroying the environment not to mention 👇 https://t.co/ZdTSYg1ON8,
986,1394069715559993352,@elonmusk @CryptoWhale As a TSLA shareholder the idea that you would *intentionally* crash the market which your company holds a large position in to be deeply irresponsible.   Don't you have a fiduciary duty to protect shareholder value?  How did attacking your company's own investment protect value!?,
987,1394069493526171650,Barry is to blame for this.   He had to go and try to destroy DOGE.   Now we got Elon going ham like he’s John Wick.,:wink: :thumbsup: :rage: :stuck_out_tongue_winking_eye: :angry:
988,1394069335316996100,"Elon has become the villain.  His actions are anti-Freedom, anti-progress, and entirely self-serving.  Let this be the end of the personality cult of Elon Musk.",:wink: :thumbsup: :angry: :cry: :rage:
989,1394069334482472963,@elonmusk 👀Unleash The Dragonmusk 🐉 $DMUSK   #bnb #BSCGems https://t.co/qn5E4bMpiC,:thumbsup: :wink: :muscle: :stuck_out_tongue_winking_eye: :facepunch:
990,1394069064352288768,You lost papa Elon with this maxi shit for sure - I honestly can’t stand maximalist mindset it’s so obviously wrong it’s gross https://t.co/hwO0dDQyTX,:wink: :thumbsup: :rage: :stuck_out_tongue_winking_eye: :confused:
991,1394069058887299072,"@elonmusk @EmperorBTC @CryptoWhale Dump it.  Use doge as your plaything.    Bitcoin isn’t PayPal, it’s a serious attempt at providing permissionless money to the world.  You don’t seem to have much to contribute to that endeavor.",
992,1394068777432543233,The hell happened to Elon?,:confused: :joy: :smile: :rage: :angry:
993,1394068399517409283,"Let me rephrase this:  How is it legal for a security (@Tesla) to gain profits through the price manipulation of a commodity (#bitcoin), using their CEO (@elonmusk).",
994,1394068246849101825,Are we actually sure that Elon is an engineer...,:wink: :stuck_out_tongue_winking_eye: :joy: :smile: :confused:
995,1394068084391043074,❤We are with you elon  @elonmusk  #StandWithElon https://t.co/axXoW7URNd,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :muscle: :smiling_imp:
996,1394067896335323136,"The #truth about the anger towards @elonmusk from the $BTC community right now.  They know Elon is more influential than anyone. Just as people followed him into BTC two months ago, they will now follow him out.  They can deflect all they want, but this is what angers them.",:confused: :rage: :angry: :wink: :thumbsup:
997,1394067664813707266,"@danheld @elonmusk People come and people go. 1 man won’t make a difference long term.   With that said, the second he started mentioning a “carbon tax” he blew his cover as a globalist puppet. We all know globalists hate open source, permissionless and decentralized anything.",
998,1394067633507606529,@JackMallers @elonmusk @EmperorBTC @CryptoWhale @PayPal @michael_saylor I WILL DIE ON THIS HILL,
999,1394067525709692929,"One missed oppurtunity I see in crypto is micro-transactions  what if you could send fractions of a cent to your favorite websites, bloggers, podcasters, etc every time you consumer their content?  Barely noticeable for you, but adds up at internet scale for creators @elonmusk",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :rage:
1000,1394066960950902784,Imagine if @elonmusk and #Tesla sell off their $1.2 billion worth of #Bitcoin and puts it into #Dogecoin 👀,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :joy:
1001,1394066790578212864,"instead of letting elon live in your head rent free, have you ever considered simply vibing",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :smile:
1002,1394066708894298115,"@elonmusk @EmperorBTC @CryptoWhale @PayPal @michael_saylor Sorry, someone had to say it.  I don't give a fuck that you're rich or popular. I'm not scared of you. You're a selfish asshole.  Leave #Bitcoin out of your insecurities.  Humanity gains nothing from your ego.  Humanity gains everything from #Bitcoin.  I will die on this hill.",
1003,1394066558448816137,Bitcoin is triggering Elon so hard.,:wink: :joy: :thumbsup: :stuck_out_tongue_winking_eye: :cry:
1004,1394066411555860482,@ZssBecker With 54M followers I think I’ll go with Elon.,
1005,1394066278478798852,"@elonmusk @CryptoWhale JFC Elon, of all the people to respond to on Twitter you respond to this well known scammer. FFS man.",
1006,1394065977533415425,The crypto market coming to the realization that we don't need Elon. https://t.co/iTo1dMDlbZ,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :smile:
1007,1394065702009688066,@elonmusk @EmperorBTC @CryptoWhale @PayPal The fact that I'm spending my time on the phone discussing this with the likes of @michael_saylor is the only reason I'm wasting my time here. Infuriating.  You're issuing pointless debt into society. Bright minds have to stop what they're doing and fix your mess.  A true shame.,
1008,1394065671093248005,"The question Waymo investors need to ask themselves is this:   Why hasn’t everyone in Chandler, Arizona abandoned their cars and switched to only using Waymo? @elonmusk",:wink: :stuck_out_tongue_winking_eye: :confused: :smile: :thumbsup:
1009,1394065534010920964,The Irony is that #Bitcoin is going to the moon without @Elonmusk  ♉ 420,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :skull: :joy:
1010,1394065376862932992,This $btc dump was coming imo.   Elon only helped accelerate it. But weakness on #bitcoin has been in the charts for weeks    It only helped us move on quicker imo as opposed to drawing it out.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :smile:
1011,1394065333057724418,Elon Musk is jealous that a multi trillion dollar decentralized currency that is disrupting modern banking was not invented by him.   It drives him crazy that an innovation so futuristic didn’t come from him. https://t.co/aFLRCSHS4w,:joy: :wink: :thumbsup: :stuck_out_tongue_winking_eye: :eyes:
1012,1394064538350362626,"@elonmusk @EmperorBTC @CryptoWhale Sell it, you have no power here.",
1013,1394064470461145090,Daily life in a Tesla is about showing the power of electric cars. Ludicrous mode is 🤯🤯🤯 @elonmusk https://t.co/gPgN3E7ldD,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :confused:
1014,1394064393936244747,If Elon likes DOGE - let it be.   Treating this space like a sporting event is going to kill it.,:wink: :thumbsup: :rage: :stuck_out_tongue_winking_eye: :angry:
1015,1394064186695720962,"@elonmusk @EmperorBTC @CryptoWhale @PayPal There aren't enough Robinhood traders to get you out of this one.  Go all-in Doge. Sell all your BTC. Do it.  Show us how truly smart and rich you are. Surely, Elon Musk isn't all talk, is he?  You'll need a lot of podcasts with joints after this one. This is embarrassing.",
1016,1394064089517854721,Elon Musk needs a time out.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :smile:
1017,1394063991815565312,ELON MUSK “CRASHES” BITCOIN AGAIN.   GOING LIVE ON YOUTUBE IN 30 MIN,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :confused:
1018,1394063988686741506,@JackMallers @elonmusk @EmperorBTC @CryptoWhale I think you are not being fair. we should be constructive; he bought btc and when tesla stop accepting it or had a different opinion the community had no respect.,
1019,1394063953450479618,@elonmusk @EmperorBTC @CryptoWhale @PayPal If you want to own the smartest + richest man brand then own the responsibility it carries.  You clearly know nothing about #Bitcoin or you're more egotistic than we all thought.  You've turned into the drunkest person at the party and now we all have to clean up your puke.,
1020,1394063866267672583,"@elonmusk @EmperorBTC @CryptoWhale @PayPal I digress. Whatever your ego needs, brother.  All of us in the know were expecting this, of course, this is far from new for you.  Those of us viewing this through the lens of ego and impulsiveness are laughing, not buying Dogecoin.  https://t.co/8lyrdo1xVX",
1021,1394063650651054084,Worst takes I’ve seen gotta be the bitcoiners saying they’re gonna short $TSLA  You’re gonna lose money twice on Elon lmao,:wink: :stuck_out_tongue_winking_eye: :confused: :smile: :thumbsup:
1022,1394063551237611529,"@elonmusk @EmperorBTC @CryptoWhale I feel bad for those that actually founded @PayPal and made it into what it is today.  You famously accused @PayPal of wrongfully terminating you, but now use their success after your departure to justify your nonsense.  Which one is it Elon ""Ego"" Musk? 🤣",
1023,1394063471483002881,"@elonmusk @EmperorBTC @CryptoWhale PayPal, the only potential exception, accelerated in growth after you got kicked out.  You were fired before the IPO, before the eBay acquisition, etc.  But sure, that was all you, bro 😉  https://t.co/Xf50cVnNwx",
1024,1394063366239526912,lmao this ‘Elon Musk betrays crypto Twitter and becomes real life Lex Luther’ story arc is pretty amazing... naturally my portfolio is bleeding but seems like a perfect opportunity to invest in promising DeFi projects bc behind the memes centralized finance is dying fast,:wink: :thumbsup: :skull: :joy: :confused:
1025,1394063322119643139,"@elonmusk @EmperorBTC @CryptoWhale Tesla loses money. SpaceX loses money.  You live on Government subsidies.  In fact, no company you've ever founded has made money.  For all the talking you do you forget to mention that to all your shareholders on Robinhood and SNL.",
1026,1394063148345225216,"if elon can decide the price of bitcoin, it has failed as a currency",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :confused:
1027,1394063118247112704,"@elonmusk @EmperorBTC @CryptoWhale In fact, it's the Fed's monetary policy that has perverted risk tolerance across all assets and has put you into your position in the first place.  Your wealth has come from over marketing your brilliance to retail, smoking joints on podcasts, SNL skits, and so on.",
1028,1394063018363871237,@elonmusk @EmperorBTC @CryptoWhale You sure love to lean into the brand that you're the smartest and richest guy in the room.  The #Bitcoin community doesn't owe you anything. We fight for what's best for the world and to protect what is arguably the greatest creation in human history.,
1029,1394062102650920964,@elonmusk @PeterMcCormack One of the best parts of seeing Dogecoin become the currency of earth will be seeing the looks on the faces of the uneducated people who write threads like this 😂,
1030,1394061981888434176,Convincing Elon to sell is 100× more enjoyable than convincing him to buy,:wink: :thumbsup: :confused: :joy: :rage:
1031,1394061643080949767,Whoa @michael_saylor are you going to let @elonmusk clown you like this???? $BTC $MSTR https://t.co/0GmfS2j6YC,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :confused: :smile:
1032,1394061130788753410,"Dear #Bitcoin traders,  Pull up the monthly charts for $TSLA or $ARKK or $NIO and compare to $BTC.  If it wasn't  @elonmusk as the scape goat it would be China or raising rate fears, or IRS going after crypto evaders. This was inevitable, and it is how markets work!",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :confused: :smile:
1033,1394060033793531906,elon is some weird ass DLC to this simulation we be simulating in...,:wink: :joy: :thumbsup: :stuck_out_tongue_winking_eye: :smile:
1034,1394058899989401600,If I’m Saylor I’m raising another billion at 0% and I’m buying from Elon directly,:wink: :thumbsup: :joy: :stuck_out_tongue_winking_eye: :rage:
1035,1394058413227880455,"How was your trading day today?  Are you alive? Do you hate ELON? Are you buying more? Did you sell all your coins?  Let's talk about it, Ninja cares  $BTC https://t.co/LnjA9tEKym",:thumbsup: :wink: :smile: :confused: :stuck_out_tongue_winking_eye:
1036,1394057881373265923,@elonmusk Please wake up man. You can buy carbon neutral #Bitcoin..  Google it!,:wink: :stuck_out_tongue_winking_eye: :thumbsup: :smile: :rage:
1037,1394057573385580554,*Bitcoin Prices Tumble After Latest Elon Musk Tweet - https://t.co/tFz7aU3Zsv  #BTC #Bitcoin https://t.co/bOzWnDKBLr,
1038,1394057554121134081,"Elon Musk's inconsistent remarks about Tesla's bitcoin selling dropped Bitcoin to a minimum of 44260, but the Nasdaq index rose by 2.3%, and Bitcoin is expected to continue to rebound. https://t.co/SJbtKmjb5g",:thumbsup: :wink: :stuck_out_tongue_winking_eye: :grimacing: :smile:
1039,1394057125450502145,"look guys, elon created paypal.  he understands bitcoin better than you",
1040,1394056008717127680,"The #RektElon movement begins!   $RektElon is THE reflect coin on #BSC to finally make Elon STFU. Stay tuned for the tokenomics!   Now, we have a $50 $BNB &amp; $CAKE #giveaway to 5 lucky winners who   1⃣ Follow @RektElon  2⃣ Retweet this 3⃣ Tag 3 friends!   Winners notified via DM!",:thumbsup: :sunglasses: :clap: :wink: :pray:
1041,1394055992690679808,I think Elon is gonna go all in on Doge and accept it for Tesla and his other companies,:wink: :joy: :thumbsup: :stuck_out_tongue_winking_eye: :smile:
1042,1394055718030831617,how come everyone loved dunking on maxis until elon did it?  man just wants to fit in,:wink: :joy: :rage: :stuck_out_tongue_winking_eye: :skull:
1043,1394055579291824137,"@elonmusk @CryptoWhale Indeed, indeed",
1044,1394055520206659586,.@elonmusk is a genius man. Love watching the Joe Rogan podcasts. A living legend. C,:thumbsup: :wink: :stuck_out_tongue_winking_eye: :smile: :facepunch:
1045,1394055483602898950,@elonmusk will lose. #bitcoin will win.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :facepunch: :rage:
1046,1394055412413091840,Can someone ask @IOHK_Charles to send one of his CardaHO's to @elonmusk -  Perferably one that has an STD.,:wink: :stuck_out_tongue_winking_eye: :joy: :cry: :flushed:
1047,1394055265750638592,Looks like Elon buying some shiny rocks,:wink: :joy: :angry: :stuck_out_tongue_winking_eye: :thumbsup:
1048,1394055147043672073,"@BTC_Archive @elonmusk The Bitcoin community celebrated when Musk manipulated the market in their favour, didn't seem to reflect for one second on why that was bad, because it profited them.  The second his manipulation hurts them, they act all mad.",
1049,1394054539460894729,ELON IS JUST THE SMALL BOSS YOU HAVE TO DEFEAT TO GET TO THE BIG BOSS FIGHT https://t.co/wsLREPvvHg,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :joy:
1050,1394054522901651456,Load ze Elon fud,
1051,1394054440424861699,We should be thanking Elon Musk. His dump guarantees we break $200k bitcoin in 2021. Save this tweet!,:wink: :thumbsup: :smirk: :smile: :stuck_out_tongue_winking_eye:
1052,1394054298821136386,Billionaires who don’t like Elon Musk are now researching #bitcoin,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :confused:
1053,1394054275865661441,"Elon Musk smells, pass it on  @elonmusk https://t.co/Qym3NjsPpL",:thumbsup: :wink: :facepunch: :rage: :angry:
1054,1394054256051769347,You are entitled to nothing Elon Musk doesn’t owe you shit - welcome to the markets,
1055,1394054156097261573,@draecomino What are your thoughts on @elonmusk’s recent bitcoin/crypto comments?,
1056,1394054074446794755,"Men go spend hours dey plot graph for trade analysis, Elon Musk go tweet rubbish and market go spoil",:joy: :thumbsup: :wink: :stuck_out_tongue_winking_eye: :skull:
1057,1394053333736960000,".@PeterSchiff thinks he’s in charge of deciding what the market chooses as a store of value.   I can’t decide who’s the bigger narcissistic ahole, Peter or Elon   Like for Peter. Retweet for Elon. https://t.co/hx0KIb8n1w",:wink: :thumbsup: :stuck_out_tongue_winking_eye: :joy: :smile:
1058,1394052439582539776,The crypto market needs to stop listening to @elonmusk now and just continue on with trading as usual. He’s been acting extra weird lately.,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :angry:
1059,1394052350193569797,I don’t know how to quantify this but if I’m a Tesla shareholder I’d be terrified Elon Musk singlehandedly sinks the company at some point  He’s both the most bullish and most bearish part of that stock,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :confused: :rage:
1060,1394052128398876673,"If bitcoin can be manipulated this easy the problem is bitcoin, not Elon musk",:wink: :thumbsup: :confused: :angry: :stuck_out_tongue_winking_eye:
1061,1394052036669452296,tell me Elon's tweeting again without telling me Elon's tweeting again https://t.co/FEMRO46gsM,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :rage: :confused:
1062,1394052003479924746,Maybe Elon is to blame for this dump. Maybe not. Idk.  But I do know that multiple 30-40% corrections are to be expected during a crypto bull market.  Chill out!   #Bitcoin,:wink: :thumbsup: :stuck_out_tongue_winking_eye: :smile: :confused:
